id_lnp_id,group_paper_doi,group_lipid_key,target_transfection_active,fold
1007,10.1002/smll.201805097,CCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,1,0
1008,10.1002/smll.201805097,CCCCCCCCC(C)COC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCC(C)CCCCCCCC)CCC(=O)OCC(C)CCCCCCCC)CCC(=O)OCC(C)CCCCCCC,1,4
1009,10.1002/smll.201805097,CCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,1,2
1010,10.1002/smll.201805097,CCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,1,4
1011,10.1002/smll.201805097,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,1,2
1012,10.1002/smll.201805097,CCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,1,4
1013,10.1002/smll.201805097,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,1,3
1014,10.1002/smll.201805097,CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,1,4
1015,10.1002/smll.201805097,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,1,2
1017,10.1016/j.bbamem.2005.02.001,CCCCCCCC/C=C\CCCCCCCC[N+](C)(C)CCCCCCCC/C=C\CCCCCCCC.[Cl-],1,1
1019,10.1016/j.bbamem.2005.02.001,CCCCCCCC/C=C\CCCCCCCC[N+](C)(C)CCCCCCCC/C=C\CCCCCCCC.[Cl-],1,2
1021,10.1073/pnas.1209367109,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,0,0
1023,10.1073/pnas.1209367109,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,1,1
1025,10.1073/pnas.1209367109,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,1,1
1029,10.1038/s41551-021-00786-x,CCCCCCCCCCCCC(O)CNCCNCCN(CCNCCN(CCN)CCNCC(O)CCCCCCCCCCCC)CCN(CCNCCN)CCN(CCN)CCNCC(O)CCCCCCCCCCCC,1,3
1031,10.1038/s41551-021-00786-x,CCCCCCCCCCCCC(O)CNCCNCCN(CCNCCN(CCN)CCNCC(O)CCCCCCCCCCCC)CCN(CCNCCN)CCN(CCN)CCNCC(O)CCCCCCCCCCCC,1,1
1032,10.1038/s41551-021-00786-x,CCCCCCCCCCCCC(O)CNCCNCCN(CCNCCN(CCN)CCNCC(O)CCCCCCCCCCCC)CCN(CCNCCN)CCN(CCN)CCNCC(O)CCCCCCCCCCCC,1,4
1033,10.1038/s41551-021-00786-x,CCCCCCCCCCCCC(O)CNCCNCCN(CCNCCN(CCN)CCNCC(O)CCCCCCCCCCCC)CCN(CCNCCN)CCN(CCN)CCNCC(O)CCCCCCCCCCCC,1,0
1034,10.1038/s41551-021-00786-x,CCCCCCCCCCCCC(O)CNCCNCCN(CCNCCN(CCN)CCNCC(O)CCCCCCCCCCCC)CCN(CCNCCN)CCN(CCN)CCNCC(O)CCCCCCCCCCCC,1,2
1089,10.1021/acs.nanolett.0c01386,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,1,1
1090,10.1021/acs.nanolett.0c01386,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,1,1
1091,10.1021/acs.nanolett.0c01386,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,1,4
1092,10.1021/acs.nanolett.0c01386,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,1,1
